Date,Amount,Transaction Type,Category,Account Name
1/3/2014,14.04,debit,Restaurants,Barclaycard Arrival Plus
1/3/2014,1062.47,credit,Income,PayPal Account
1/3/2014,195.58,credit,Credit Card Payment,Visa Signature
1/3/2014,50.67,debit,Student Loan,Income Fund
1/3/2014,187.8,debit,Utilities,Income Fund
1/2/2014,15.17,debit,Restaurants,Barclaycard Arrival Plus
1/2/2014,18.53,debit,Alcohol & Bars,Barclaycard Arrival Plus
1/2/2014,1021.84,debit,Bills & Utilities,Income Fund
1/2/2014,123.6,debit,Utilities,Income Fund
1/1/2014,1.1,debit,Uncategorized,Barclaycard Arrival Plus
1/1/2014,7.43,debit,Fast Food,Barclaycard Arrival Plus
1/1/2014,37.51,debit,Clothing,Barclaycard Arrival Plus
1/1/2014,19.85,debit,Uncategorized,Barclaycard Arrival Plus
1/1/2014,40.69,debit,Personal Care,Barclaycard Arrival Plus
1/1/2014,26.12,debit,Uncategorized,Barclaycard Arrival Plus
1/1/2014,23.57,debit,Fast Food,Barclaycard Arrival Plus
12/31/2013,25.5,debit,Groceries,Barclaycard Arrival Plus
12/31/2013,20,debit,Uncategorized,Barclaycard Arrival Plus
12/31/2013,47,credit,Credit Card Payment,Barclaycard Arrival Plus
12/31/2013,6,debit,Uncategorized,Barclaycard Arrival Plus
12/31/2013,6.49,debit,Groceries,Barclaycard Arrival Plus
12/31/2013,12.85,debit,Uncategorized,Barclaycard Arrival Plus
12/31/2013,54.14,debit,Uncategorized,Barclaycard Arrival Plus
12/31/2013,4.2,debit,Groceries,Barclaycard Arrival Plus
12/31/2013,425,credit,Income,PayPal Account
12/31/2013,42.33,debit,Utilities,Income Fund
12/31/2013,1963.42,credit,Paycheck,Income Fund
12/30/2013,16.05,debit,Groceries,Barclaycard Arrival Plus
12/29/2013,30.8,debit,Restaurants,Barclaycard Arrival Plus
12/29/2013,10,debit,Restaurants,Barclaycard Arrival Plus
12/29/2013,27.74,debit,Restaurants,Barclaycard Arrival Plus
12/29/2013,258,debit,Uncategorized,Barclaycard Arrival Plus
12/29/2013,19,debit,Alcohol & Bars,Barclaycard Arrival Plus
12/28/2013,501,debit,Uncategorized,Barclaycard Arrival Plus
12/28/2013,11.16,debit,Pharmacy,Barclaycard Arrival Plus
12/27/2013,7.69,debit,Fast Food,Barclaycard Arrival Plus
12/27/2013,32.94,debit,Gas & Fuel,Barclaycard Arrival Plus
12/27/2013,33.2,debit,Travel,Barclaycard Arrival Plus
12/27/2013,30.56,debit,Travel,Barclaycard Arrival Plus
12/26/2013,91.98,debit,Shopping,Barclaycard Arrival Plus
12/26/2013,12.96,debit,Shopping,Barclaycard Arrival Plus
12/26/2013,3.22,debit,Uncategorized,Visa Signature
12/26/2013,65,debit,Uncategorized,Income Fund
12/26/2013,43.65,debit,Financial,Income Fund
12/24/2013,124.3,debit,Shopping,Barclaycard Arrival Plus
12/24/2013,2.38,debit,Gas & Fuel,Visa Signature
12/24/2013,3.21,debit,Gas & Fuel,Visa Signature
12/24/2013,382.5,debit,Uncategorized,Income Fund
12/24/2013,160.26,credit,Income,Emergency Savings
12/23/2013,8.86,debit,Uncategorized,Barclaycard Arrival Plus
12/23/2013,35.87,debit,Gas & Fuel,Barclaycard Arrival Plus
12/23/2013,36.55,debit,Restaurants,Barclaycard Arrival Plus
12/23/2013,30,debit,Uncategorized,Visa Signature
12/23/2013,472.98,credit,Transfer,Income Fund
12/22/2013,10.39,debit,Fast Food,Barclaycard Arrival Plus
12/22/2013,36.6,debit,Gas & Fuel,Barclaycard Arrival Plus
12/22/2013,91.12,debit,Clothing,Barclaycard Arrival Plus
12/21/2013,20,debit,Clothing,Barclaycard Arrival Plus
12/21/2013,8.25,debit,Clothing,Barclaycard Arrival Plus
12/21/2013,95.43,debit,Shopping,Barclaycard Arrival Plus
12/21/2013,5.41,debit,Uncategorized,Visa Signature
12/21/2013,2.69,debit,Gas & Fuel,Visa Signature
12/21/2013,29.59,debit,Service & Parts,Visa Signature
12/20/2013,21.96,debit,Alcohol & Bars,Barclaycard Arrival Plus
12/20/2013,5.4,debit,Groceries,Barclaycard Arrival Plus
12/20/2013,25.54,debit,Groceries,Barclaycard Arrival Plus
12/20/2013,20.22,debit,Restaurants,Barclaycard Arrival Plus
12/20/2013,2.69,debit,Groceries,Visa Signature
12/20/2013,15.5,debit,Shopping,Visa Signature
12/20/2013,4.75,debit,Gas & Fuel,Visa Signature
12/20/2013,300,credit,Income,Income Fund
12/19/2013,472.98,debit,Transfer,PayPal Account
12/19/2013,14,debit,Uncategorized,Visa Signature
12/19/2013,8.73,debit,Restaurants,Visa Signature
12/19/2013,845.11,debit,Credit Card Payment,Income Fund
12/18/2013,845.11,credit,Credit Card Payment,Visa Signature
12/18/2013,5.41,debit,Uncategorized,Visa Signature
12/18/2013,68,debit,Movies & DVDs,Visa Signature
12/18/2013,124,debit,Check,Income Fund
12/17/2013,8.22,debit,Uncategorized,Visa Signature
12/17/2013,6.46,debit,Restaurants,Visa Signature
12/17/2013,4.75,debit,Gas & Fuel,Visa Signature
12/17/2013,750,debit,Student Loan,Income Fund
12/16/2013,232.15,debit,Uncategorized,Visa Signature
12/16/2013,139.49,debit,Uncategorized,Visa Signature
12/16/2013,11.2,debit,Restaurants,Visa Signature
12/16/2013,13.5,debit,Food & Dining,Visa Signature
12/16/2013,6.38,debit,Fast Food,Visa Signature
12/16/2013,5.41,debit,Shopping,Visa Signature
12/16/2013,3.74,debit,Fast Food,Visa Signature
12/16/2013,2.72,debit,Service & Parts,Visa Signature
12/16/2013,42.93,debit,Pharmacy,Visa Signature
12/16/2013,9.36,debit,Restaurants,Visa Signature
12/16/2013,30.73,debit,Service & Parts,Visa Signature
12/16/2013,9.99,debit,Music,BankAmericard Platinum Plus Visa
12/16/2013,2008.41,credit,Paycheck,Income Fund
12/14/2013,35.09,credit,Income,PayPal Account
12/14/2013,2.32,credit,Income,PayPal Account
12/14/2013,31.3,debit,Gas & Fuel,Visa Signature
12/14/2013,5.29,debit,Gas & Fuel,Visa Signature
12/14/2013,22,debit,Hair,Visa Signature
12/13/2013,8.73,debit,Restaurants,Visa Signature
12/13/2013,7.43,debit,Fast Food,Visa Signature
12/13/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
12/13/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
12/13/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
12/13/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
12/12/2013,435.57,debit,Transfer,PayPal Account
12/12/2013,7.02,debit,Gas & Fuel,Visa Signature
12/12/2013,6.93,debit,Fast Food,Visa Signature
12/12/2013,5.41,debit,Uncategorized,Visa Signature
12/12/2013,2.69,debit,Groceries,Visa Signature
12/12/2013,5000,debit,Student Loan,Income Fund
12/11/2013,13.62,debit,Shopping,Visa Signature
12/11/2013,5.41,debit,Uncategorized,Visa Signature
12/11/2013,5000,credit,Interest Income,Income Fund
12/10/2013,49.17,debit,Furnishings,Visa Signature
12/10/2013,21.91,debit,Gas & Fuel,Visa Signature
12/10/2013,7.99,debit,Movies & DVDs,Visa Signature
12/10/2013,3.23,debit,Shopping,Visa Signature
12/10/2013,116.01,debit,Home Improvement,Visa Signature
12/10/2013,413,credit,Interest Income,Income Fund
12/10/2013,750,debit,Student Loan,Income Fund
12/10/2013,498.13,debit,Credit Card Payment,Income Fund
12/9/2013,6.27,debit,Uncategorized,Visa Signature
12/9/2013,4.05,debit,Fast Food,Visa Signature
12/9/2013,498.13,credit,Credit Card Payment,Visa Signature
12/9/2013,3.61,debit,Groceries,Visa Signature
12/9/2013,558,debit,Credit Card Payment,Income Fund
12/8/2013,25,debit,Alcohol & Bars,Barclaycard Arrival Plus
12/8/2013,6.46,debit,Coffee Shops,Barclaycard Arrival Plus
12/8/2013,558,credit,Credit Card Payment,Barclaycard Arrival Plus
12/7/2013,27.21,debit,Arts,Barclaycard Arrival Plus
12/7/2013,21.16,debit,Groceries,Barclaycard Arrival Plus
12/7/2013,2.72,debit,Shopping,Barclaycard Arrival Plus
12/7/2013,20.9,debit,Uncategorized,Barclaycard Arrival Plus
12/7/2013,15,debit,Uncategorized,Barclaycard Arrival Plus
12/7/2013,15.03,debit,Groceries,Barclaycard Arrival Plus
12/7/2013,30.88,debit,Uncategorized,Barclaycard Arrival Plus
12/7/2013,14,debit,Uncategorized,Barclaycard Arrival Plus
12/7/2013,21.77,debit,Uncategorized,Barclaycard Arrival Plus
12/7/2013,24.19,debit,Restaurants,Barclaycard Arrival Plus
12/6/2013,12.78,debit,Rental Car & Taxi,Barclaycard Arrival Plus
12/6/2013,12,debit,Alcohol & Bars,Barclaycard Arrival Plus
12/6/2013,26.75,debit,Groceries,Barclaycard Arrival Plus
12/6/2013,36.23,debit,Shopping,Visa Signature
12/6/2013,2.7,debit,Gas & Fuel,Visa Signature
12/5/2013,3,debit,Hotel,Visa Signature
12/5/2013,1.79,credit,Interest Income,Income Fund
12/5/2013,8,credit,Income,Income Fund
12/5/2013,2.74,credit,Interest Income,Emergency Savings
12/5/2013,167.2,debit,Credit Card Payment,Income Fund
12/5/2013,34.1,debit,Utilities,Income Fund
12/4/2013,5.41,debit,Uncategorized,Visa Signature
12/4/2013,160.08,debit,Clothing,Visa Signature
12/4/2013,3.61,debit,Groceries,Visa Signature
12/4/2013,167.2,credit,Credit Card Payment,Visa Signature
12/4/2013,45,credit,Interest Income,Income Fund
12/3/2013,97.4,debit,Alcohol & Bars,Visa Signature
12/3/2013,14.64,debit,Clothing,Visa Signature
12/2/2013,2.29,debit,Shopping,Visa Signature
12/2/2013,202.36,debit,Shopping,Visa Signature
12/2/2013,76.86,debit,Clothing,Visa Signature
12/2/2013,713.89,debit,Credit Card Payment,Income Fund
12/2/2013,50.67,debit,Student Loan,Income Fund
12/2/2013,423.11,debit,Credit Card Payment,Income Fund
12/2/2013,242,credit,Interest Income,Income Fund
12/1/2013,17.15,debit,Uncategorized,Barclaycard Arrival Plus
12/1/2013,177.26,debit,Uncategorized,Barclaycard Arrival Plus
12/1/2013,131.96,debit,Sporting Goods,Barclaycard Arrival Plus
12/1/2013,15.17,debit,Restaurants,Barclaycard Arrival Plus
11/30/2013,29.95,debit,Uncategorized,Barclaycard Arrival Plus
11/30/2013,29.23,debit,Gas & Fuel,Barclaycard Arrival Plus
11/30/2013,15.78,debit,Restaurants,Barclaycard Arrival Plus
11/30/2013,5.83,debit,Gas & Fuel,Barclaycard Arrival Plus
11/29/2013,35.59,debit,Shopping,Barclaycard Arrival Plus
11/29/2013,423.11,credit,Credit Card Payment,Barclaycard Arrival Plus
11/29/2013,425,credit,Income,PayPal Account
11/29/2013,39.96,credit,Auto Insurance,Visa Signature
11/29/2013,25.99,debit,Home Improvement,Visa Signature
11/29/2013,68.72,debit,Uncategorized,Visa Signature
11/29/2013,6,debit,Groceries,Visa Signature
11/29/2013,25.99,debit,Home Improvement,Visa Signature
11/29/2013,39.96,credit,Auto Insurance,Visa Signature
11/29/2013,6,debit,Groceries,Visa Signature
11/29/2013,713.89,credit,Credit Card Payment,Visa Signature
11/29/2013,68.72,debit,Uncategorized,Visa Signature
11/29/2013,2113.42,credit,Paycheck,Income Fund
11/27/2013,13.13,debit,Restaurants,Barclaycard Arrival Plus
11/27/2013,36.86,debit,Uncategorized,Barclaycard Arrival Plus
11/27/2013,9.42,debit,Fast Food,Barclaycard Arrival Plus
11/27/2013,5.41,debit,Gas & Fuel,Barclaycard Arrival Plus
11/27/2013,3.14,debit,Uncategorized,Barclaycard Arrival Plus
11/27/2013,25.29,debit,Uncategorized,Barclaycard Arrival Plus
11/27/2013,5.41,debit,Gas & Fuel,Visa Signature
11/27/2013,25,debit,Check,Income Fund
11/26/2013,15.71,debit,Health & Fitness,Barclaycard Arrival Plus
11/26/2013,0.54,debit,Health & Fitness,Barclaycard Arrival Plus
11/26/2013,7.43,debit,Fast Food,Visa Signature
11/26/2013,102.5,debit,Uncategorized,Income Fund
11/26/2013,65,debit,Uncategorized,Income Fund
11/26/2013,43.65,debit,Financial,Income Fund
11/25/2013,40.72,debit,Restaurants,Barclaycard Arrival Plus
11/25/2013,10.73,debit,Alcohol & Bars,Barclaycard Arrival Plus
11/25/2013,105.33,debit,Shopping,Visa Signature
11/25/2013,8070.25,debit,Check,Income Fund
11/25/2013,71.17,debit,Utilities,Income Fund
11/24/2013,4.98,debit,Gas & Fuel,Barclaycard Arrival Plus
11/24/2013,8.23,debit,Restaurants,Barclaycard Arrival Plus
11/24/2013,30.61,debit,Fast Food,Barclaycard Arrival Plus
11/24/2013,24.84,debit,Gas & Fuel,Barclaycard Arrival Plus
11/24/2013,10.41,debit,Fast Food,Barclaycard Arrival Plus
11/23/2013,33.45,debit,Alcohol & Bars,Barclaycard Arrival Plus
11/23/2013,3.25,debit,Fast Food,Barclaycard Arrival Plus
11/23/2013,48.73,debit,Restaurants,Barclaycard Arrival Plus
11/23/2013,9.43,debit,Alcohol & Bars,Visa Signature
11/22/2013,5.96,debit,Gas & Fuel,Visa Signature
11/22/2013,54.19,debit,Auto Insurance,Visa Signature
11/22/2013,28.4,debit,Gas & Fuel,Visa Signature
11/22/2013,2.69,debit,Shopping,Visa Signature
11/22/2013,29.31,debit,Gas & Fuel,Visa Signature
11/22/2013,5.41,debit,Uncategorized,Visa Signature
11/21/2013,19.4,debit,Shopping,Visa Signature
11/21/2013,17.1,debit,Restaurants,Visa Signature
11/21/2013,3.67,debit,Fast Food,Visa Signature
11/20/2013,6.72,debit,Gas & Fuel,Visa Signature
11/20/2013,5.41,debit,Uncategorized,Visa Signature
11/20/2013,63,debit,Uncategorized,Income Fund
11/19/2013,3.99,debit,Uncategorized,Visa Signature
11/19/2013,9.98,debit,Music,Income Fund
11/19/2013,8000,credit,Transfer,Income Fund
11/19/2013,8000,debit,Transfer,Emergency Savings
11/18/2013,7.24,debit,Fast Food,Visa Signature
11/18/2013,4.76,debit,Fast Food,Visa Signature
11/17/2013,6.86,debit,Gas & Fuel,Barclaycard Arrival Plus
11/17/2013,31.34,debit,Gas & Fuel,Barclaycard Arrival Plus
11/16/2013,37.66,debit,Uncategorized,Barclaycard Arrival Plus
11/16/2013,8.17,debit,Restaurants,Barclaycard Arrival Plus
11/16/2013,21.21,debit,Restaurants,Barclaycard Arrival Plus
11/16/2013,44,debit,Uncategorized,Barclaycard Arrival Plus
11/16/2013,20,debit,Public Transportation,Barclaycard Arrival Plus
11/16/2013,10.13,debit,Restaurants,Visa Signature
11/16/2013,3,debit,Entertainment,Visa Signature
11/15/2013,7.5,debit,Fast Food,Barclaycard Arrival Plus
11/15/2013,21,debit,Public Transportation,Barclaycard Arrival Plus
11/15/2013,10.57,credit,Income,PayPal Account
11/15/2013,6.16,debit,Uncategorized,Visa Signature
11/15/2013,14,debit,Alcohol & Bars,Visa Signature
11/15/2013,13,debit,Alcohol & Bars,Visa Signature
11/15/2013,2008.4,credit,Paycheck,Income Fund
11/15/2013,285.09,credit,Income,Emergency Savings
11/14/2013,2.38,debit,Fast Food,Visa Signature
11/14/2013,4.75,debit,Uncategorized,Visa Signature
11/14/2013,5.41,debit,Gas & Fuel,Visa Signature
11/14/2013,9.99,debit,Music,BankAmericard Platinum Plus Visa
11/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
11/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
11/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
11/14/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
11/14/2013,202.5,debit,Uncategorized,Income Fund
11/13/2013,19.98,debit,Credit Card Payment,Income Fund
11/13/2013,45,debit,Check,Income Fund
11/12/2013,8.41,debit,Fast Food,Visa Signature
11/12/2013,4.34,debit,Gas & Fuel,Visa Signature
11/12/2013,8.73,debit,Restaurants,Visa Signature
11/12/2013,19.98,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
11/12/2013,6.96,debit,Music,Income Fund
11/11/2013,15.5,debit,Restaurants,Visa Signature
11/11/2013,20.76,debit,Restaurants,Visa Signature
11/11/2013,7.99,debit,Movies & DVDs,Visa Signature
11/9/2013,8.73,debit,Restaurants,Visa Signature
11/9/2013,39.47,debit,Shopping,Visa Signature
11/8/2013,8.95,debit,Fast Food,Visa Signature
11/8/2013,7.43,debit,Fast Food,Visa Signature
11/8/2013,32.44,debit,Alcohol & Bars,Visa Signature
11/8/2013,3.26,debit,Fast Food,Visa Signature
11/7/2013,15.75,debit,Movies & DVDs,Visa Signature
11/6/2013,7.65,debit,Uncategorized,Visa Signature
11/6/2013,8.73,debit,Restaurants,Visa Signature
11/6/2013,563.33,debit,Check,Income Fund
11/6/2013,324.34,credit,Interest Income,Income Fund
11/6/2013,495.52,debit,Credit Card Payment,Income Fund
11/5/2013,495.52,credit,Credit Card Payment,Barclaycard Arrival Plus
11/5/2013,38.8,debit,Gas & Fuel,Visa Signature
11/5/2013,9.31,debit,Gas & Fuel,Visa Signature
11/5/2013,1.12,credit,Interest Income,Income Fund
11/5/2013,3,credit,Income,Income Fund
11/5/2013,6.95,debit,Music,Income Fund
11/5/2013,4.93,credit,Interest Income,Emergency Savings
11/5/2013,335.57,debit,Credit Card Payment,Income Fund
11/4/2013,6,debit,Gas & Fuel,Visa Signature
11/4/2013,6.74,debit,Fast Food,Visa Signature
11/4/2013,51.36,debit,Service & Parts,Visa Signature
11/4/2013,335.57,credit,Credit Card Payment,Visa Signature
11/4/2013,20.71,debit,Gas & Fuel,Visa Signature
11/4/2013,2.15,debit,Gas & Fuel,Visa Signature
11/4/2013,31.71,debit,Utilities,Income Fund
11/4/2013,50.67,debit,Student Loan,Income Fund
11/4/2013,153.22,debit,Credit Card Payment,Income Fund
11/3/2013,63,debit,Uncategorized,Income Fund
11/3/2013,750,debit,Transfer,Income Fund
11/3/2013,750,credit,Transfer,Emergency Savings
11/2/2013,153.22,credit,Credit Card Payment,Barclaycard Arrival Plus
11/2/2013,2.38,debit,Fast Food,Visa Signature
11/2/2013,24,debit,Hair,Visa Signature
11/2/2013,19.98,debit,Credit Card Payment,Income Fund
11/1/2013,19.98,credit,Credit Card Payment,BankAmericard Platinum Plus Visa
11/1/2013,4.34,debit,Gas & Fuel,Visa Signature
10/31/2013,1963.42,credit,Paycheck,Income Fund
10/30/2013,25,debit,Check,Income Fund
10/30/2013,4.34,debit,Gas & Fuel,Visa Signature
10/29/2013,7.25,debit,Gas & Fuel,Visa Signature
10/29/2013,25.28,debit,Fast Food,Visa Signature
10/29/2013,7,debit,Fast Food,Visa Signature
10/29/2013,121.57,credit,Interest Income,Income Fund
10/28/2013,3.02,debit,Gas & Fuel,Visa Signature
10/28/2013,4.63,debit,Fast Food,Visa Signature
10/28/2013,10,debit,Uncategorized,Visa Signature
10/28/2013,65,debit,Uncategorized,Income Fund
10/28/2013,500,debit,Check,Income Fund
10/27/2013,17.7,debit,Uncategorized,Barclaycard Arrival Plus
10/26/2013,14.09,debit,Restaurants,Barclaycard Arrival Plus
10/26/2013,85.93,debit,Uncategorized,Barclaycard Arrival Plus
10/26/2013,14.99,debit,Uncategorized,Barclaycard Arrival Plus
10/26/2013,21.96,debit,Groceries,Barclaycard Arrival Plus
10/25/2013,17.69,debit,Gas & Fuel,Barclaycard Arrival Plus
10/25/2013,14.07,debit,Groceries,Barclaycard Arrival Plus
10/25/2013,38.47,debit,Restaurants,Barclaycard Arrival Plus
10/25/2013,7.48,debit,Alcohol & Bars,Visa Signature
10/25/2013,10.78,debit,Shopping,Visa Signature
10/25/2013,4.34,debit,Gas & Fuel,Visa Signature
10/25/2013,21.8,debit,Entertainment,Visa Signature
10/25/2013,7.15,debit,Fast Food,Visa Signature
10/25/2013,80,debit,Uncategorized,Income Fund
10/25/2013,122.37,debit,Utilities,Income Fund
10/24/2013,41.88,debit,Doctor,Visa Signature
10/23/2013,5.43,debit,Fast Food,Visa Signature
10/23/2013,4.34,debit,Gas & Fuel,Visa Signature
10/22/2013,54.19,debit,Auto Insurance,Visa Signature
10/22/2013,3.23,debit,Fast Food,Visa Signature
10/21/2013,6.28,debit,Gas & Fuel,Visa Signature
10/21/2013,5.12,debit,Gas & Fuel,Visa Signature
10/21/2013,4.86,debit,Uncategorized,Visa Signature
10/21/2013,39.47,debit,Uncategorized,Visa Signature
10/21/2013,513.55,credit,Transfer,Income Fund
10/20/2013,32.32,debit,Uncategorized,Barclaycard Arrival Plus
10/20/2013,5.19,debit,Fast Food,Barclaycard Arrival Plus
10/20/2013,30.92,debit,Gas & Fuel,Barclaycard Arrival Plus
10/20/2013,4.35,debit,Uncategorized,Barclaycard Arrival Plus
10/20/2013,100.49,debit,Hotel,Barclaycard Arrival Plus
10/19/2013,5.42,debit,Fast Food,Barclaycard Arrival Plus
10/19/2013,2.48,debit,Gas & Fuel,Visa Signature
10/19/2013,46.81,debit,Groceries,Income Fund
10/18/2013,2,debit,Uncategorized,Barclaycard Arrival Plus
10/18/2013,5,debit,Hotel,Visa Signature
10/18/2013,243.15,debit,Credit Card Payment,Income Fund
10/17/2013,243.15,credit,Credit Card Payment,Barclaycard Arrival Plus
10/17/2013,212,credit,Income,PayPal Account
10/17/2013,513.55,debit,Transfer,PayPal Account
10/17/2013,5.41,debit,Gas & Fuel,Visa Signature
10/17/2013,6.82,debit,Fast Food,Visa Signature
10/17/2013,4.75,debit,Fast Food,Visa Signature
10/17/2013,37.14,debit,Gas & Fuel,Visa Signature
10/17/2013,2000,debit,Transfer,Income Fund
10/17/2013,2000,credit,Transfer,Emergency Savings
10/16/2013,40.79,credit,Income,PayPal Account
10/16/2013,27.99,debit,Shopping,Visa Signature
10/16/2013,20.77,debit,Shopping,Visa Signature
10/16/2013,6.46,debit,Restaurants,Visa Signature
10/16/2013,2008.42,credit,Paycheck,Income Fund
10/15/2013,14.3,debit,Fast Food,Visa Signature
10/15/2013,4.42,debit,Gas & Fuel,Visa Signature
10/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
10/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
10/15/2013,9.99,debit,Music,BankAmericard Platinum Plus Visa
10/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
10/15/2013,0,credit,Interest Income,BankAmericard Platinum Plus Visa
10/14/2013,27.04,debit,Electronics & Software,Visa Signature
10/14/2013,4.76,debit,Uncategorized,Visa Signature
10/14/2013,10.32,debit,Gas & Fuel,Visa Signature
10/14/2013,4.58,debit,Fast Food,Visa Signature
10/14/2013,7.9,debit,Gas & Fuel,Visa Signature
10/14/2013,73.61,debit,Clothing,Visa Signature
10/14/2013,2.99,debit,Music,Income Fund
10/13/2013,2.5,debit,Fast Food,Barclaycard Arrival Plus
10/13/2013,31.06,debit,Restaurants,Barclaycard Arrival Plus
10/13/2013,41.09,debit,Clothing,Barclaycard Arrival Plus
10/12/2013,46.5,debit,Movies & DVDs,Barclaycard Arrival Plus
10/12/2013,5.56,debit,Shopping,Barclaycard Arrival Plus
10/12/2013,8.66,debit,Restaurants,Visa Signature
10/11/2013,17,debit,Alcohol & Bars,Barclaycard Arrival Plus
10/11/2013,7.02,debit,Fast Food,Visa Signature
10/11/2013,7.8,debit,Uncategorized,Visa Signature
10/10/2013,7.99,debit,Movies & DVDs,Visa Signature
10/10/2013,8.01,debit,Restaurants,Visa Signature
10/10/2013,4.56,debit,Service & Parts,Visa Signature
10/9/2013,12.75,debit,Laundry,Visa Signature
10/9/2013,4.75,debit,Fast Food,Visa Signature
10/9/2013,0.23,debit,Trade Commissions,CONOCOPHILLIPS SAVINGS PLAN
10/8/2013,38.5,debit,Shopping,Visa Signature
10/8/2013,0.66,debit,Trade Commissions,CONOCOPHILLIPS SAVINGS PLAN
10/7/2013,6.93,debit,Fast Food,Visa Signature
10/7/2013,7.49,debit,Fast Food,Visa Signature
10/7/2013,424.18,debit,Credit Card Payment,Income Fund
10/7/2013,424.18,debit,Credit Card Payment,Income Fund
10/5/2013,31.93,debit,Uncategorized,Barclaycard Arrival Plus
10/5/2013,26.17,debit,Uncategorized,Barclaycard Arrival Plus
10/5/2013,12.91,debit,Uncategorized,Barclaycard Arrival Plus
10/5/2013,18,debit,Uncategorized,Barclaycard Arrival Plus
10/5/2013,15.07,debit,Uncategorized,Barclaycard Arrival Plus
10/5/2013,24.74,debit,Groceries,Barclaycard Arrival Plus
10/5/2013,4,debit,Entertainment,Visa Signature
10/5/2013,6.69,debit,Gas & Fuel,Visa Signature
10/5/2013,10.13,debit,Restaurants,Visa Signature
10/5/2013,1.21,credit,Interest Income,Income Fund
10/5/2013,2.36,credit,Interest Income,Emergency Savings
10/4/2013,17.86,debit,Groceries,Barclaycard Arrival Plus
10/4/2013,6.93,debit,Fast Food,Barclaycard Arrival Plus
10/4/2013,424.18,credit,Credit Card Payment,Visa Signature
10/4/2013,424.18,credit,Credit Card Payment,Visa Signature
10/4/2013,52.13,debit,Uncategorized,Visa Signature
10/4/2013,750,debit,Transfer,Income Fund
10/4/2013,750,credit,Transfer,Emergency Savings
10/4/2013,636.54,credit,Paycheck,Emergency Savings
10/3/2013,35.76,debit,Gas & Fuel,Barclaycard Arrival Plus
10/3/2013,563.33,debit,Mortgage & Rent,Income Fund
10/2/2013,3.03,debit,Fast Food,Visa Signature
10/2/2013,8.01,debit,Restaurants,Visa Signature
10/2/2013,50.67,debit,Student Loan,Income Fund
10/1/2013,3.26,debit,Fast Food,Visa Signature
9/30/2013,16.28,debit,Restaurants,Visa Signature
9/30/2013,4,debit,Entertainment,Visa Signature
9/30/2013,10.13,debit,Restaurants,Visa Signature
9/30/2013,1963.4,credit,Paycheck,Income Fund
9/29/2013,19.12,debit,Fast Food,Barclaycard Arrival Plus
9/29/2013,19.89,debit,Gas & Fuel,Barclaycard Arrival Plus
9/29/2013,47.25,debit,Pharmacy,Barclaycard Arrival Plus
9/28/2013,21.24,debit,Restaurants,Barclaycard Arrival Plus
9/28/2013,27.72,debit,Uncategorized,Barclaycard Arrival Plus
9/28/2013,18,debit,Restaurants,Barclaycard Arrival Plus
9/28/2013,13.3,debit,Restaurants,Visa Signature
9/28/2013,3.26,debit,Fast Food,Visa Signature
9/28/2013,4.99,debit,Internet,Visa Signature
9/26/2013,3.26,debit,Fast Food,Visa Signature
9/26/2013,15,debit,Amusement,Visa Signature
9/25/2013,5.43,debit,Fast Food,Visa Signature
9/25/2013,7.6,debit,Fast Food,Visa Signature
9/25/2013,663.55,credit,Paycheck,Emergency Savings
9/24/2013,10,debit,Parking,Visa Signature
9/24/2013,8.87,debit,Fast Food,Visa Signature
9/24/2013,18,debit,Uncategorized,Visa Signature
9/24/2013,0.99,debit,Music,Income Fund
9/23/2013,7.5,debit,Public Transportation,Visa Signature
9/23/2013,54.19,debit,Auto Insurance,Visa Signature
9/23/2013,6.15,debit,Pharmacy,Visa Signature
9/23/2013,3.77,debit,Fast Food,Visa Signature
9/23/2013,10.76,debit,Fast Food,Visa Signature
9/23/2013,6.1,debit,Public Transportation,Visa Signature
9/23/2013,6.1,debit,Public Transportation,Visa Signature
9/21/2013,22.24,debit,Groceries,Visa Signature
9/20/2013,13.88,debit,Alcohol & Bars,Visa Signature
9/20/2013,3.96,debit,Music,Income Fund
9/19/2013,7.27,debit,Restaurants,Visa Signature
9/19/2013,34.7,debit,Pharmacy,Visa Signature
9/19/2013,9.99,debit,Shopping,Visa Signature
9/19/2013,750,debit,Student Loan,Income Fund
9/18/2013,61.86,debit,Shopping,Visa Signature
9/18/2013,1117.59,debit,Credit Card Payment,Income Fund
9/18/2013,886.21,credit,Paycheck,Emergency Savings
9/17/2013,7.27,debit,Restaurants,Visa Signature
9/17/2013,37.98,debit,Service & Parts,Visa Signature
9/17/2013,1117.59,credit,Credit Card Payment,Visa Signature
